Name,Regular Price,Sale Price,Rating,Reviews,Size,Description,Category,Image,Link,Alcohol/Vol,Made In,Varietal,By,Release Date,Lat,Lon,Savings,Sugar Content (g/L),Category Name,Varietal Name,Segment
 La Marca Prosecco Rose DOC,19.85,17.85,5,1,  750 ml bottle ,"Made partially with pinot noir grapes, this pretty in pink prosecco is a must-try. Pours salmon pink, with vibrant citrus notes, honeysuckle, peach, pear, red berry and cherry. It's medium-bodied and flavourful with an elegant finish. Serve with weekend brunch, grilled salmon, or on its own as an aperitif.",5,https://aem.lcbo.com/content/dam/lcbo/products/0/2/0/7/020799.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/la-marca-prosecco-rose-doc-20799,11.00%," Veneto,   Italy ",55,La Marca,0,45.6476663,11.8665254,2,20,RosÈ & Red Sparkling Wine,Sparkling,4
 Foss Marai Extra Dry,21.95,18.95,4.7,3,  750 ml bottle ,"Super popular with Vintages customers and dressed to impress, this lively sparkler is a delicious and smart choice (lower-alcohol) for any holiday party. Pour alongside appetizers like crab puffs, prosciutto with melon or scallops.",6,https://aem.lcbo.com/content/dam/lcbo/products/7/2/9/3/729392.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/foss-marai-extra-dry-729392,11.50%," Veneto,   Italy ",55,Foss Marai,"  April†1,†2022  ",45.6476663,11.8665254,3,15,White Sparkling Wine,Sparkling,4
 Malivoire Che Bello Sparkling VQA,17.95,15.95,4.3,4,  750 ml bottle ,"Malivoire winery is always at the forefront of innovation. This gorgeous Italian-style sparkler is a blend of riesling, seyval blanc and vidal. It offers aroma and flavours of toast, nuts, citrus, herbs and fresh pear. Pair with smoked salmon, creamy cheese or your favourite brunch dish.",6,https://aem.lcbo.com/content/dam/lcbo/products/0/1/6/8/016858.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/malivoire-che-bello-sparkling-vqa-16858,11.00%," Ontario,   Canada ",55,Malivoire,0,50.000678,-86.000977,2,19,White Sparkling Wine,Sparkling,4
 Grande Cuvee 1531 De Aimery Cremant De Limoux,24,22,4.8,9,  750 ml bottle ,"Clear, pale yellow; lifted aromas of herbs, grapefruit, nuts and quince. The palate is extra dry and light to medium bodied with balanced acidity; look for flavours of herbs, citrus, nuts and quince followed by a cleansing finish.",6,https://aem.lcbo.com/content/dam/lcbo/products/4/2/8/0/428086.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/grande-cuvee-1531-de-aimery-cremant-de-limoux-428086,12.50%," Roussillon,   France ",55,Aimery,0,45.3735991,4.8124049,2,7,White Sparkling Wine,Sparkling,4
 Gosset Grande Reserve Brut Champagne,85.8,75.8,5,3,  750 ml bottle ,"This classic Champagne is made from Chardonnay, Pinot Noir and Pinot Meunier. Bright and golden in colour it offers very expressive aromas of fresh blackberry, raspberry and ginger. With a delicate mousse and minerality it displays a crisp, refreshing, lengthy finish. Serve as an aperitif or with fresh berries and cream.",0,https://aem.lcbo.com/content/dam/lcbo/products/0/2/5/9/025903.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/gosset-grande-reserve-brut-champagne-25903,12.00%," Champagne,   France ",56,0,0,45.831944,-0.906667,10,9,Champagne,Sparkling (Champagne),3
 Segura Viudas Brut Rose D.O. Cava,18,16,4.7,3,  750 ml bottle ,"A lively, sparkling ros√©, made mostly with trepat, a rare red grape, found in north-eastern Spain. This example has strawberry, redcurrant, peach and floral notes. It's medium-bodied and flavourful, with a crisp finish. A superb option for weekend brunch.",5,https://aem.lcbo.com/content/dam/lcbo/products/0/1/6/3/016306.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/segura-viudas-brut-rose-d-o-cava-16306,12.00%,  Spain ,57,Segura Viudas,0,39.3260685,-4.8379791,2,10,RosÈ & Red Sparkling Wine,Sparkling Rose,1
 Juliet Prosecco Rose DOC,16.95,14.95,5,5,  750 ml bottle ,"A delightful prosecco ros√© showcasing aromas and flavours of red cherry, raspberry, passion fruit, and white flower. The medium-bodied and flavourful palate makes way for a crisp, clean finish. Pair with watermelon and Feta salad or enjoy as a pre-dinner delight.",5,https://aem.lcbo.com/content/dam/lcbo/products/0/2/0/9/020979.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/juliet-prosecco-rose-doc-20979,11.50%," Veneto,   Italy ",57,Colli Vicentini,0,45.6476663,11.8665254,2,13,RosÈ & Red Sparkling Wine,Sparkling Rose,1
 Calvet Brut Celebration Rose,20,18,0,0,  750 ml bottle ,"A lively and elegant sparker. It pours a bright pink with a fine mousse. Shows aromas and flavours of wild red berries, herb and floral tones. The palate is creamy and rounded, with refreshing bubbles, balanced acidity and light strawberry notes on the finish. Great as an aperitif or paired with appetizers and white meats.",5,https://aem.lcbo.com/content/dam/lcbo/products/0/1/6/3/016327.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/calvet-brut-celebration-rose-16327,11.50%,  France ,57,Calvet,0,46.603354,1.8883335,2,12,RosÈ & Red Sparkling Wine,Sparkling Rose,1
 JP Chenet Ice White,15.95,13.95,4.1,8,  750 ml bottle ,"Easy-going sparkling wine in a visually stunning package. In the glass, it bursts with lifted aromas and flavours of freshly baked bread, yellow melon with floral tones and hints of minerality. A fresh and medium sweet palate with appealing bubbles. An elegant crowd-pleaser, it's made to be served well chilled or over ice.",6,https://aem.lcbo.com/content/dam/lcbo/products/9/9/8/3/998351.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/jp-chenet-ice-white-998351,10.50%," Languedoc,   France ",58,J.P. Chenet,0,47.218868,5.965036,2,41,White Sparkling Wine,Sparkling White,4
 Blue Nun 24k Gold Edition Sparkling,17.6,15.6,4.6,8,  750 ml bottle ,"A delightful sparkler from Blue Nun that's fruity, fragrant and lightly sweet with a crisp and elegant finish. It contains real 24-carat gold leaf flakes, designed to highlight its natural effervescence and add even more festive flair. Help someone create golden moments this season with a gift of this distinctive bubbly.",6,https://aem.lcbo.com/content/dam/lcbo/products/5/1/8/4/518407.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/blue-nun-24k-gold-edition-sparkling-518407,11.00%,  Germany ,58,Blue Nun,0,51.1638175,10.4478313,2,33,White Sparkling Wine,Sparkling White,4
 Toro Bravo Sparkling Secco White,14,13,4.7,15,  750 ml bottle ,"Hailing from Spain, this dry sparkling wine is created by the ever-so-popular Toro Bravo. It has lovely aromas and flavours of pear, peach, lemon, and vanilla. The wine is light-bodied and fruity with a palate-cleansing finish. Try as a starter or pair with grilled calamari beside a garlic aioli sauce, or a fruit platter.",6,https://aem.lcbo.com/content/dam/lcbo/products/0/1/6/1/016191.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/toro-bravo-sparkling-secco-white-16191,11.00%,  Spain ,58,Toro Bravo,0,39.3260685,-4.8379791,1,18,White Sparkling Wine,Sparkling White,4
 Gran Passione Prosecco DOC Spumante,18,15,5,3,  750 ml bottle ,Botter is a key player in the Italian wine export market and the family behind the Gran Passione label. This sparkling wine from the Veneto region displays pretty orchard blossom aromas and bright citrus notes on the palate. Pair with a delicate cheese souffl√© or alongside Pitticelle di Zucchine (zucchini fritters).,6,https://aem.lcbo.com/content/dam/lcbo/products/0/1/6/3/016392.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/gran-passione-prosecco-doc-spumante-16392,11.00%," Veneto,   Italy ",58,Gran Passione,0,45.6476663,11.8665254,3,14,White Sparkling Wine,Sparkling White,4
 Smoky Bay Shiraz,12.3,11.3,4.9,7,  750 ml bottle ,"This sizzling shiraz from Australia bursts with aromas and flavours of black cherry, blackberry jam, cranberry, a touch of mint and toasty oak. It's medium-bodied and fruity with a silky finish. Pairs nicely with pepperoni pizza or beef stew with a side of mashed potatoes topped with crumbled peppercorn bacon.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/1/7/6/017650.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/smoky-bay-shiraz-17650,13.00%,  Australia ,59,Smoky Bay,0,-24.7761086,134.755,1,10,Red Wine,Syrah/Shiraz,1
 19 Crimes Shiraz Durif,19.95,17.95,4,7,  750 ml bottle ,"Deep ruby in colour with a purple hue; aromas of coffee, dried fig, floral hint, jam and nutmeg; flavours replay on the aromas with an emphasis on coffee and fig that linger on the finish; moderate balanced acidity and supportive tannin.",3,https://aem.lcbo.com/content/dam/lcbo/products/3/6/9/7/369777.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/19-crimes-shiraz-durif-369777,14.50%," South Australia,   Australia ",59,19 Crimes,0,-30.5343665,135.6301212,2,4,Red Wine,Syrah/Shiraz,1
 Nestor Avarino White,11.25,10.25,5,1,  750 ml bottle ,"Nestor Avarino White is made from Trebbiano, Moschofilero and Roditis grapes. Soft pale yellow in colour with green highlights, it has delicate aromas of citrus fruits with balanced acidity and a lengthy finish. Pairs perfectly with fish dishes as well as poultry and pasta.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/1/5/8/015822.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/nestor-avarino-white-15822,12.00%,  Greece ,60,Nestor,0,38.9953683,21.9877132,1,4,White Wine,Trebbiano,4
 Folonari Valpolicella Classico DOC,54.4,49.4,5,1,  3000 ml bagnbox ,"Valpolicella is the classic red wine of Italy's Veneto region; a blend of local grape varieties that combine to give forward fruit and a supple approachable structure. Ruby red in colour, with upfront spice and plum aromas. On the palate, expect a medium body, soft berry and plum flavours and a fresh, food-friendly finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/2/7/3/027373.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/folonari-valpolicella-classico-doc-27373,12.50%," Veneto,   Italy ",61,0,0,45.6476663,11.8665254,5,3,Red Wine,Valpolicella,3
 Folonari Valpolicella Classico DOC,30.55,27.55,3.7,7,  1500 ml bottle ,"Valpolicella is the classic red wine of Italy's Veneto region; a blend of local grape varieties that combine to give forward fruit and a supple approachable structure. Ruby red in colour, with upfront spice and plum aromas. On the palate, expect a medium body, soft berry and plum flavours and a fresh, food-friendly finish.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/2/6/2/026278.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/folonari-valpolicella-classico-doc-26278,12.50%," Veneto,   Italy ",61,Folonari,0,45.6476663,11.8665254,3,3,Red Wine,Valpolicella,1
 Negrar Valpolicella DOC,26.1,22.1,0,0,  1500 ml bottle ,"This versatile red wine hails from the world-famous Valpolicella region. The wine styles of this region range from light-bodied to full and rich. Ruby red, with aromas and flavours of licorice, rye bread, berry mix and red fruit. Medium-bodied and fruity with soft tannins, this is perfect for spaghetti and meatballs.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/3/8/0/038026.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/negrar-valpolicella-doc-38026,12.00%," Veneto,   Italy ",61,Negrar,0,45.6476663,11.8665254,4,8,Red Wine,Valpolicella,1
 El Abuelo Organic Sauvignon-Verdejo,12,11,4.5,4,  750 ml bottle ,"El Abuelo (meaning grandfather) is organically farmed. Pale straw colour shows fresh and intense citrus fruit with lime and tropical aromas. The palate had good length, with a crisp and refreshing finish. Very food-friendly and ready to be enjoyed with grilled fish and chicken or just sipping on its own.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/1/1/5/011586.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/el-abuelo-organic-sauvignon-verdejo-11586,12.50%," Almansa,   Spain ",62,El Abuelo,0,38.8682065,-1.0978627,1,7,White Wine,Verdejo Blend,4
 Fazi Battaglia Verdicchio Dei Castelli Di Jesi DOC,16.55,15.05,5,5,  750 ml bottle ,"A winery with a long history of making quality wine; now run by the 4th generation. Pale straw yellow colour. Aromas of fresh bread, mineral notes, spice, nuts and mushrooms. The palate is fresh, clean, slightly spritzy, with balanced acidity and flavours of lees, spices, nuts and mineral notes.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/2/4/4/024422.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/fazi-battaglia-verdicchio-dei-castelli-di-jesi-doc-24422,12.50%," Marche,   Italy ",63,Fazi Battaglia,0,47.017536,12.0353848,1.5,5,White Wine,Verdicchio,4
 Aveleda Vinho Verde,15,14,4.8,12,  750 ml bottle ,"Aveleda has been a family-owned business since the 1870s and vinho verde is their key focus. This one is pale lemon coloured with fresh lifted aromas of fresh bread, citrus, herbs and green plum and apple. Harmonious on the palate with balanced acidity and bright flavours that culminate in a zesty, slightly spritzy finish.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/0/5/3/005322.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/aveleda-vinho-verde-5322,9.50%," Vinho Verde,   Portugal ",64,Aveleda,0,41.0674998,-8.237269437,1,14,White Wine,Vinho Verde,4
 Bodacious Smooth White,47.95,44.95,3.5,11,  4000 ml bagnbox ,"Bodacious Smooth White is a bestseller and customer favourite! Medium sweet, with lifted aromas and flavours of herbs, ripe pears and cantaloupe, this blend of aromatic varieties is great for entertaining, and delicious with appetizers, salads and Asian cuisine.",7,https://aem.lcbo.com/content/dam/lcbo/products/5/2/3/6/523688.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/bodacious-smooth-white-523688,11.50%,  Canada ,65,Bodacious,0,61.0666922,-107.991707,3,28,White Wine,White Blend,3
 Sprucewood Shores Beach Glass White VQA,19.95,17.95,5,1,  750 ml bottle ,"A jewel of a wine made at Ontario's only beachfront winery. It exhibits aroma and flavours of grapefruit, pear, melon and creamy lemon curd with notes of smoke and mineral. The palate is dry, light-bodied, clean and fresh with juicy citrus, white fruit and hints of spice on the finish. Enjoy on its own or with appetizers.",7,https://aem.lcbo.com/content/dam/lcbo/products/0/2/3/8/023877.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/beach-glass-riesling-pinot-grigio-vqa-23877,12.00%," Ontario,   Canada ",65,Beach Glass,0,50.000678,-86.000977,2,10,White Wine,White Blend,4
 D'Ont Poke The Bear White VQA,15.95,14.95,0,0,  750 ml bottle ,"An exciting blend of chardonnay, sauvignon blanc and riesling. Quite forward and aromatic on the nose, with notes of citrus, nuts, smoke and cantaloupe. The palate is extra dry, medium bodied, well-balanced and rounded with flavours of citrus, nuts, smoke and melon.",7,https://aem.lcbo.com/content/dam/lcbo/products/5/1/8/7/518753.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/d-ont-poke-the-bear-white-vqa-518753,12.50%," Ontario,   Canada ",65,D'Ont Poke The Bear,0,50.000678,-86.000977,1,14,White Wine,White Blend,4
" Naoussa Xinomavro, PDO Naoussa",14.6,12.6,4,1,  750 ml bottle ,"Beautifully crafted using the indigenous Xinomavro grape grown in the Naoussa region of northern Greece. The bouquet is aromatic with red fruit, leather, tomato, herbs and spice. The balance of lively acidity with robust tannins creates a perfect match for grilled meats, spaghetti bolognese and aged cheeses.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/1/5/4/015483.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/naoussa-xinomavro-pdo-naoussa-15483,12.50%," Peloponnese,   Greece ",66,Cavino,0,37.357286,22.353978,2,5,Red Wine,Xinomavro,1
 The Seven Deadly Zins Old Vine Zinfandel,24.95,21.95,4.7,12,  750 ml bottle ,"Zinfully delicious Cali Zinfandel that features all you're looking for in the state's classic variety. The lifted aromas suggest blackberry preserve, toast and spice cupboard. A rich, fruity wine perfect for steaks or meat-based pasta dishes.",3,https://aem.lcbo.com/content/dam/lcbo/products/0/5/9/3/059311.jpg.thumb.319.319.jpg,https://www.lcbo.com/en/7-deadly-zins-old-vine-zinfandel-59311,15.00%," California,   United States ",67,Seven Deadly Zins,"  April†1,†2022  ",36.7014631,-118.755997,3,7,Red Wine,Zinfandel,1
